,Event ID,Recalling Firm,Substance Name,Product Description,Ingestion Route,Reason,Classification,Quantity,Voluntary/Mandated,Distribution,Initial Notification Method,Recall Begins,Recall End,Status,City,State,Postal Code,Country
367,89766,Macleods Pharma Usa Inc,['RISEDRONATE SODIUM'],"Risedronate Sodium Tablets, USP, 5 mg, Rx Only, 30-count bottle, Manufactured for: Macleods Pharma USA, Plainsboro, NJ 08536, Manufactured by: Macleods Pharmaceuticals Ltd., BAddi, HImchal Pradesh, INDIA, NDC 33342-107-07.",ORAL,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Class III,4872 bottles,Voluntary: Firm initiated,USA Nationwide,Letter,3/10/2022,6/29/2023,Terminated,Plainsboro,NJ,08536-0009,United States
368,69152,"Martin Avenue Pharmacy, Inc.",['na'],"Hyaluronidase injection solution (PF) 150 U/mL injectable packaged in an amber glass injectable vial, Martin Avenue Pharmacy, 1247 Rickert Dr, Naperville, IL.",na,Lack of Assurance of Sterility,Class II,40 mL,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",8/27/2014,5/31/2018,Terminated,Naperville,IL,60540-1008,United States
369,83074,RXQ Compounding LLC,['na'],"VITAMIN B COMPLEX 100 (MDV), 30 ML per Vial, RXQ Compounding, 340 West State Street, Unit 9, Athens, OH 45701. NDC 70731-0976-30",na,Lack of Assurance of Sterility,Class II,,Voluntary: Firm initiated,Nationwide USA,Press Release,6/19/2019,9/16/2022,Terminated,Athens,OH,45701-1564,United States
370,80601,King Bio Inc.,['na'],"Dr. King's Natural Medicine Homeopathic Mood Changes, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955503729, NDC 57955-5037-2",na,Microbial Contamination,Class I,31 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
371,90948,"Akorn, Inc.",['na'],"Ofloxacin Ophthalmic Solution, USP 0.3%, 5 mL per bottle, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045; Distributed by: MWI, Boise, ID 83705. NDC: 13985-602-05",na,CGMP Deviations,Class II,"65,006 bottles",Voluntary: Firm initiated,Nationwide in the USA,Letter,10/13/2022,,Ongoing,Gurnee,IL,60031-5278,United States
372,71371,The Compounding Pharmacy of America,['na'],"Morphine 25 mg/ml + Bupivacaine 30 mg/ml + Clonidine 200 mcg/ml Solution, Sterile, Preservative Free, The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,43 ml,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
373,86833,"Taro Pharmaceuticals U.S.A., Inc.",['CLOTRIMAZOLE'],"Kroger Athlete's Foot Cream, Clotrimazole Cream USP, 1%, Antifungal, NET WT 0.5 OZ (15g), Distributed by The Kroger Co. Cincinnati, Ohio 45202 Made in Canada. NDC 30142-305-01",TOPICAL,Failed Impurities/Degradation Specifications,Class II,"133,452 0.5 oz tubes",Voluntary: Firm initiated,Distributed Nationwide in the USA and Canada,Letter,11/17/2020,2/21/2024,Terminated,Hawthorne,NY,10532-2174,United States
374,92341,Astral SteriTech Private Ltd.,"['AMPICILLIN SODIUM', 'SULBACTAM SODIUM']","Ampicillin and Sulbactam for Injection, USP 1.5 grams per vial, Rx only, Mfd for Meitheal Pharmaceuticals Chicago, IL 60631, NDC 71288-005-20",INTRAMUSCULAR,Lack of Assurance of Sterility,Class II,"236,610 vials",Voluntary: Firm initiated,Nationwide within the United States,Letter,5/15/2023,,Ongoing,Vadodara,,,India
375,67935,Hospira Inc.,['na'],"Potassium Chloride for Inj. Concentrate, USP, 40 mEq (2  mEq/mL), 20 mL Single-dose Fliptop Vial, For IV use, Rx only, Hospira, Inc., Lake Forest, IL 60045 USA",na,Presence of Particulate; red and black particulate within the solution and embedded within the plastic vial identified as iron oxide,Class II,"255,900 vials",Voluntary: Firm initiated,Nationwide,Letter,3/27/2014,6/30/2015,Terminated,Lake Forest,IL,60045-2579,United States
376,65154,Lloyd Inc. of Iowa,['na'],"Lloyd Thyro-Tab 0.050 mg., packaged in 150,000-tablet bulk drums (2/75,000-tablet bags/drum) for repackaging, RX.  The firm name on the label is Lloyd Pharmaceutical, Shenandoah, IA.",na,"CGMP Deviations; After quality review of stability failures in previous lots, there is insufficient data to determine that other lots are not affected.",Class II,"7,681,277 tablets",Voluntary: Firm initiated,"The firm distributed the bulk product to Forest Laboratories, Inc, St. Louis, MO who repackaged the product into 100-tablet bottles and distribution was made to 75 customers Nationwide and Puerto Rico.",Letter,4/1/2013,5/8/2014,Terminated,Shenandoah,IA,51601-1744,United States
377,64640,"Med Prep Consulting, Inc.",['na'],"Magnesium Sulfate 2 grams in Dextrose 5% for Injection, in 50 mL Plastic Infusion Bags, Med Prep Consulting Inc., Tinton Falls, NJ 07712",na,Lack of Assurance of Sterility; mold Contamination,Class I,403883 bags,Voluntary: Firm initiated,"Press States Nationwide. Distribution List indicates the following:    DE, FL, IL,  IN, ME, MI, NJ, PA, TX, and VA",Telephone,3/14/2013,5/11/2018,Terminated,Tinton Falls,NJ,07712-3192,United States
378,89949,Pink Toyz,['na'],"Pink Pussycat SENSUAL ENHANCEMENT capsule, 3000mg, 1-count blister card, Manufactured for: Pink Pussycat Products - Chatsworth, CA  91311, UPC 8 91875 00462 6.",na,Marketed Without An Approved NDA/ANDA,Class I,120 blister cards,Voluntary: Firm initiated,Nationwide in the USA via walmart.com online marketplace,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",3/29/2022,,Ongoing,Chatsworth,CA,91311-5917,United States
379,66015,Novartis Pharmaceuticals Corp.,['na'],"Tekturna (aliskiren) Tablets 150 mg, 7 tablets per bottle, Physician Sample-Not For Sale, Rx only.  Manufactured by: Novartis Pharma Productions GmbH Wehr, Germany.  Distributed by: Novartis Pharmaceuticals Corp. East Hanover, New Jersey 07936, NDC # 0078-9485-07",na,Chemical Contamination,Class II,"12,6245 bottles",Voluntary: Firm initiated,Nationwide and Puerto Rico,Letter,8/8/2013,12/21/2015,Terminated,Suffern,NY,10901-4106,United States
380,80307,"Avella of Deer Valley, Inc. Store 38",['na'],"0.2% ROPivacaine, (Ropivacaine HCL PF, USP 500mg, 0.9% Sodium Chloride, USP QS 250 mL). Volume 250 mL. Single dose Cassette. For: Parkland Memorial Hospital. By: Advanced Pharma, 9225 Kirby Dr. Houston, TX 77054. Parkland Memorial Hospital NDC 15082-002-87",na,Lack of Assurance of Sterility,Class II,20 bags,Voluntary: Firm initiated,Nationwide in the USA,Letter,6/12/2018,1/24/2020,Terminated,Phoenix,AZ,85085-1887,United States
381,78553,"KRS Global Biotechnology, Inc",['na'],"Savinase 100 mcg/mL Topical Solution, 1 mL in a 3 mL Droptainer, Rx Only, KRS Global Biotechnology, 791 Park of Commerce Blvd, Boca Raton, FL 33487.",na,Labeling,Class II,30 droptainers,Voluntary: Firm initiated,"Nationwide in the USA, Bermuda, and New Zealand",Letter,11/16/2017,5/11/2020,Terminated,Boca Raton,FL,33487-3633,United States
382,65702,Bayer HealthCare Pharmaceuticals Inc.,['na'],"Medroxyprogesterone acetate, micronized (EP, USP) active pharmaceutical ingredient, Rx only, packaged in 6.0 kg drums (labeled as 6,000 kg), Bayer Schering Pharma AG, D-13342 Berlin",na,Failed Stability Specifications,Class III,194.62 kg,Voluntary: Firm initiated,"NY, CA",Letter,6/13/2013,2/10/2014,Terminated,Morristown,NJ,07960-4526,United States
383,73925,"Pharmedium Services, LLC",['na'],"ketamine HCl, 10 mg per mL, 50 mg per 5 mL, in 0.9% Sodium Chloride, 5 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2R3234.",na,Stability Data Does Not Support Expiry,Class II,25 syringes,Voluntary: Firm initiated,Nationwide,E-Mail,7/17/2015,6/23/2017,Terminated,Lake Forest,IL,60045-2506,United States
384,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",['na'],"TESTOSTERONE CYPIONATE 200MG/ML INJ #2 IN SESAME OIL INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",na,Lack of Assurance of Sterility,Class II,43 vials,Voluntary: Firm initiated,"United States including Washington, D.C. and Puerto Rico",Telephone,10/12/2021,10/4/2023,Terminated,San Antonio,TX,78247-3347,United States
385,73925,"Pharmedium Services, LLC",['na'],"HYDROmorphone HCl, 1 mg per mL, in 0.9% Sodium Chloride, 1 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2T6165",na,Stability Data Does Not Support Expiry,Class II,450 syringes,Voluntary: Firm initiated,Nationwide,E-Mail,7/17/2015,6/23/2017,Terminated,Lake Forest,IL,60045-2506,United States
386,72520,Western Drug,['na'],"Podophyllum 40% Topical, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",na,Lack of Assurance of Sterility,Class II,1 container,Voluntary: Firm initiated,"Nationwide in US: Arizona, California, Georgia, New Mexico, South Carolina, South Dakota, Texas, and Utah",Telephone,10/19/2015,10/1/2016,Terminated,Springerville,AZ,85938-7203,United States
387,87941,Global Sanitizers LLC,['na'],"MEDICALLY MINDED Hand Sanitizer Gel, ANTIMICROBIAL FORMULA, (Ethyl Alcohol 70% v/v), 8 FL OZ (236 mL) bottle, Manufactured by Asiaticon, S.A. de C.V. Conkal 62, Jardines del Ajusco, Tlalpan, Ciudad de Mexico, C.P. 14200, Distributed by SBL Brands, LLC. Las Vegas, NV 89119. Made in Mexico UPC: 6 76753 00420 8,",na,Chemical Contamination,Class I,"50,000 bottles",Voluntary: Firm initiated,Product Distributed Nationwide in the USA,Letter,5/12/2021,,Ongoing,Las Vegas,NV,89118-3111,United States
388,81910,Prinston Pharmaceutical Inc,"['HYDROCHLOROTHIAZIDE', 'IRBESARTAN']","Irbesartan and Hydrochlorothiazide Tablets, USP 300/12.5 mg Rx Only Manufactured by: Zhejiang Huahai Pharmaceutical Co., Ltd. Xunqiao, Linhai, Zheijang 317024, China   Distributed by: Solco Healthcare US, LLC Cranbury, NJ 08512  30 count - NDC 43547-331-03",ORAL,CGMP Deviations,Class II,32692 bottles,Voluntary: Firm initiated,Nationwide,Letter,1/18/2019,,Completed,Somerset,NJ,08873-4107,United States
389,72594,Walgreens Infusion Services,['na'],"0.9% NaCl 1000 mL with Ca 4.65 meq bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045",na,Lack of Assurance of Sterility,Class II,7 bags,Voluntary: Firm initiated,Texas,Letter,11/10/2015,10/18/2017,Terminated,San Antonio,TX,78232-5045,United States
390,66043,"Fabscout Entertainment, Inc",['na'],"72HP MAXIMUM POTENCY MALE SEXUAL ENHANCEMENT, Dietary Supplement, supplied in 1 capsule per blister pack, Distributed by: 72HP, Inc. Weston, FL",na,Marketed Without An Approved NDA/ANDA,Class I,578 blister packs of 1 capsule each,Voluntary: Firm initiated,"CA, FL and UT","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",8/14/2013,2/10/2021,Terminated,Ft Lauderdale,FL,33311-5147,United States
391,77065,Mylan Pharmaceuticals Inc.,"['ETHINYL ESTRADIOL', 'NORETHINDRONE ACETATE']","Norethindrone Acetate and Ethinyl Estradiol Tablets, USP, 1 mg/0.02 mg, 1 blister pack containing 21 tablets (NDC 0378-7280-85), packaged in 3 pouches, each contains one blister pack of 21 tablets (NDC 0378-7280-53), Rx only, Manufactured for: Mylan Pharmaceuticals Inc., Morgantown, WV  26505 U.S.A., Made in India.",ORAL,Chemical Contamination,Class III,"8,605 cartons",Voluntary: Firm initiated,Nationwide in USA,E-Mail,1/30/2017,6/1/2017,Terminated,Morgantown,WV,26505-2730,United States
392,70452,Attix Pharmaceuticals,['na'],"Lodenafil Carbonate active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,100 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
393,78791,SHISEIDO AMERICA INC.,['na'],"Shiseido Future Solution LX Universal Defense SPF 50+ (octinoxate 4.9%, octocrylebe 3.0%, oxybenzone 1.0% and zinc oxide 15.4%), packaged in a) 2mL, b) 15 mL and c) 50 mL tubes, Shiseido Americas Corporation Dist. New York, NY 10022. NDC 58411-256-60",na,CGMP Deviations,Class II,,Voluntary: Firm initiated,Product was distributed nationwide.,Letter,12/14/2017,6/24/2021,Terminated,East Windsor,NJ,08520-1411,United States
394,70118,Walgreens Infusion Services,['na'],Acyclovir various strengths in normal saline,na,Lack of Assurance of Sterility.,Class II,,Voluntary: Firm initiated,"Texas, Florida, Virginia, Georgia, Louisiana, Mississippi",Letter,12/26/2014,7/24/2015,Terminated,Houston,TX,77054-2504,United States
395,92253,"Central Admixture Pharmacy Services, Inc.",['na'],"Cardioplegia Solution, Warm Induction 4:1 HIGH POTASSIUM/low tromethamine, 40 mEq K, packaged in 500 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., Lehigh Valley, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-0011-1.",na,Lack of Assurance of Sterility,Class II,12 bags,Voluntary: Firm initiated,Nationwide in the USA.,E-Mail,4/28/2023,,Ongoing,Allentown,PA,18106-9331,United States
396,79361,"Spirit Pharmaceuticals, LLC",['IBUPROFEN'],"Ibuprofen Tablets USP, 200 mg, 100-count bottles, OTC, Distributed By: Spirit Pharmaceuticals, LLC Ronkonkoma, NY 11779, NDC 68210-0800-1",ORAL,CGMP deviations,Class II,144 bottles,Voluntary: Firm initiated,NY,Letter,1/10/2018,1/20/2021,Terminated,Ronkonkoma,NY,11779-7645,United States
397,70452,Attix Pharmaceuticals,['na'],"Levothyroxine Sodium (T4) active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,4605 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
398,87941,Global Sanitizers LLC,['na'],"MEDICALLY MINDED Hand Sanitizer Gel, ANTIMICROBIAL FORMULA, (Ethyl Alcohol 70% v/v),  8.5 FL OZ  (250 mL) bottle, Manufactured by Asiaticon, S.A. de C.V. Conkal 62, Jardines del Ajusco, Tlalpan, Ciudad de Mexico, C.P. 14200, Distributed by SBL Brands, LLC. Las Vegas, NV 89119. Made in Mexico UPC 6 76753 00414 7",na,CGMP Deviations,Class II,"50,000 bottles",Voluntary: Firm initiated,Product Distributed Nationwide in the USA,Letter,5/12/2021,,Ongoing,Las Vegas,NV,89118-3111,United States
399,78828,"Pharmedium Services, LLC",['na'],"HYDROmorphone HCl in Sodium Chloride 0.9% in all doses, all strengths, and all packaging.",na,Lack of Assurance of Sterility.,Class II,Unknown,Voluntary: Firm initiated,U.S.A. Nationwide,Press Release,12/27/2017,5/7/2020,Terminated,Lake Forest,IL,60045-2506,United States
400,81354,Tris Pharma Inc.,['na'],"infants* IBUPROFEN, Concentrated Ibuprofen Oral Suspension, USP (NSAID), 50 mg per 1.25 mL, Dye-Free Berry Flavor, 0.5 FL OZ (15 mL) bottle, Distributed by Wal-Mart Stores, Inc., Bentonville, AR 72716, NDC 49035-125-23,  UPC 0 78742 02016 7.",na,Superpotent Drug,Class II,"164,304 bottles",Voluntary: Firm initiated,One distributor in PA who further distributed Nationwide in the USA.,Letter,11/26/2018,4/1/2021,Terminated,Monmouth Junction,NJ,08852-3003,United States
401,67718,"Noven Pharmaceuticals, Inc.",['METHYLPHENIDATE'],"Daytrana (methylphenidate) transdermal system patch, Delivers 30 mg over 9 hours (3.3mg/hr), 1patch per pouch , packaged in 30-count patches per box, Rx Only.Manufactured for Noven Therapeutics, LLC, Miami, FL 33186, By Noven Pharmaceuticals, Inc., Miami, FL 33186. NDC 68968-5555-3.",TRANSDERMAL,Defective Delivery System,Class II,"117,600 patches",Voluntary: Firm initiated,Nationwide.,Letter,2/13/2014,3/19/2019,Terminated,Miami,FL,33186-6109,United States
402,91466,Sentara Infusion Services,['na'],"METRONIDAZOLE 500MG 100ML, antibiotic, Rx Only, use with a home pump or no pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",na,Lack of Assurance of Sterility,Class II,30 bags,Voluntary: Firm initiated,Dispensed to Patients Nationwide.,Telephone,12/27/2022,,Completed,Chesapeake,VA,23320-5176,United States
403,75349,"Taro Pharmaceuticals, Inc.",['DESOXIMETASONE'],"Desoximetasone Cream USP, 0.25% 100 g, Rx only, mfd. by Taro Pharmaceuticals Inc. Brampton, Ontario, Canada L6T 1C1, Dist. by: Taro Pharmaceuticals U.S.A., Inc. Hawthorne, NY 10532; NDC 51672-1270-7",TOPICAL,Failed Stability Specifications,Class II,"15,576 units",Voluntary: Firm initiated,US & Puerto Rico,Letter,9/13/2016,6/15/2018,Terminated,Brampton,,,Canada
404,85341,Herbal Doctor Remedies,['na'],"Dermatoxin, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",na,CGMP Deviations,Class II,,Voluntary: Firm initiated,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",Other,3/24/2020,1/25/2024,Terminated,Monterey Park,CA,91754-2114,United States
405,85404,The Medicine Shoppe Pharmacy,['na'],"Fluorouracil (5-FU) 4.5% Cream 100 GM, tube Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",na,Lack of Processing Controls,Class II,1 tube,Voluntary: Firm initiated,Florida,Letter,4/6/2020,12/13/2022,Terminated,Port Charlotte,FL,33952-8100,United States
406,67200,Watson Laboratories Inc,['CARISOPRODOL'],"Carisoprodol Tablets, USP, CIV, 350 mg, 500 count bottle, Rx only. Manufactured by Watson Pharma Private Ltd, Verna, Salcette, Goa, 403 722 INDIA.  Distributed by: Watson Pharma Ltd, Parsippany, NJ 07054. NDC 0591-5513-05.",ORAL,Presence of Foreign Substance; metal particulates were visually observed in the tablets.,Class II,"4,439 bottles",Voluntary: Firm initiated,Nationwide,Letter,12/23/2013,8/4/2014,Terminated,Corona,CA,92880-1724,United States
407,80601,King Bio Inc.,['na'],"Dr. King's Natural Medicine for kids! Newborn Tonic Homeopathic, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside dr. Asheville, NC 28806 USA, UPC 357955511427, NDC 57955-5114-2",na,Microbial Contamination,Class I,84 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
408,90798,Carolina Infusion,['na'],"MIC/B12/L-Carn (HD) 35/35/35/1/35 MG/ML Injectable, 10 ML vial, Rx only, Carolina Infusion LLC, 95 Bees Creek Road, Ridgeland, SC 29936.",na,Lack of Assurance of Sterility,Class II,4 vials,Voluntary: Firm initiated,Nationwide in the USA.,E-Mail,8/26/2022,,Completed,Ridgeland,SC,29936-7540,United States
409,71371,The Compounding Pharmacy of America,['na'],"Testosterone 12.5 mg, Sterile Pellet, The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,144 pellets,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
410,76561,Advanced Pharma Inc.,['na'],"Epinephrine HCl all strengths, all dosage forms and all packaging, Rx  Only, Avella of Houston, Houston, TX 77054",na,Labeling,Class II,,Voluntary: Firm initiated,U.S. Nationwide,E-Mail,2/22/2017,10/18/2017,Terminated,Houston,TX,77054-2520,United States
411,67723,Terra-Medica Inc.,['na'],"Pleo Quent CAPSULES 4X, 20 Capsule Cartons, Oral Homeopathic Medicine, OTC Only.  Made in Germany for: SANUM USA Copr, 1456 Slater Road, Ferndale, WA 98248 by Sanum-Kehlbeck GmbH & Co. KG NDC: 49807-2902-1.",na,Penicillin Cross Contamination,Class II,3066 cartons,Voluntary: Firm initiated,"Products were distributed US Nationwide, to Canada, to Philippines, and through internet sales.",E-Mail,3/3/2014,7/30/2014,Terminated,Ferndale,WA,98248-8919,United States
412,91657,"Accord Healthcare, Inc.",['DOFETILIDE'],"Dofetilide Capsules 250 mcg (0.25 mg) 60-count bottle, Rx only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703.  Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, INDIA NDC 16729-491-12 UPC 3 16729 49112 9",ORAL,CGMP Deviations,Class II,"113,571 bottles",Voluntary: Firm initiated,United States including Puerto Rico and Canada,Letter,2/7/2023,,Ongoing,Durham,NC,27703-8446,United States
413,78240,AVKARE Inc.,['na'],"Duloxetine Delayed-release Capsules USP, 20 mg, 50 Capsules (5 x 10) Unit Dose per carton, unit dose blister UPC 5026828311), Rx only, Manufactured for: AvKARE, Inc., Pulaski, TN 38478, NDC 50268-283-15.",na,Failed Impurities/Degradation Specifications,Class II,274 cartons,Voluntary: Firm initiated,Nationwide in the USA,Letter,10/6/2017,3/11/2019,Terminated,Pulaski,TN,38478-2403,United States
414,89646,Mckesson Medical-Surgical Inc. Corporate Office,['GLUCAGON HYDROCHLORIDE'],"GlucaGen (glucagon) for injection, 1 mg per vial, single dose kit, Rx only, Manufactured for: Boehringer Mannheim, NDC 0597-0260-10",INTRAMUSCULAR,CGMP Deviations,Class II,187 vials,Voluntary: Firm initiated,USA nationwide.,Letter,4/13/2022,11/30/2023,Terminated,Richmond,VA,23233,United States
415,87809,"Fresenius Medical Care, North America","['CALCIUM CHLORIDE', 'DEXTROSE MONOHYDRATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']","Delflex Peritoneal Dialysis Solution with 1.5% Dextrose, LM/LC, packaged in a case containing 2 x 6 Liter bags, Rx only, NDC 49230-206-60, Fresenius Medical Care North America, Waltham, MA 02451",INTRAPERITONEAL,Labeling; Label Mix-up; 4.25% DEXTROSE bag was found inside a 1.5% DEXTROSE box.,Class II,709 cases,Voluntary: Firm initiated,USA Nationwide,Letter,4/14/2021,4/5/2022,Terminated,Ogden,UT,84404-5554,United States
416,90167,Lula Holdings L.L.C.,['na'],"Kill 'Dat Sanitizing Products Hand Sanitizer, 1 gallon (128 fl. oz.) 80% Alcohol, OTC,  Manufactured by: Lula Holdings LLC, 15532 St. Charles Avenue, New Orleans, LA, NDC 77348-001-02.",na,CGMP Deviations,Class II,192.78 pounds,Voluntary: Firm initiated,LA,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",4/5/2022,,Completed,New Orleans,LA,70130-4446,United States
417,82298,Johnson Matthey Inc.,['na'],"Morphine Sulfate USP Milled, Active Pharmaceutical Ingredient, Rx only, Johnson Matthey Pharmaceutical Materials, 2003 Nolte Drive, West Deptford, NJ 08066-1742",na,Microbial Contamination of Non-Sterile Products,Class II,169.976 kg,Voluntary: Firm initiated,Nationwide in the US,Letter,3/5/2018,7/23/2021,Terminated,West Deptford,NJ,08066-1727,United States
418,63759,Ranbaxy Inc.,['ATORVASTATIN CALCIUM TRIHYDRATE'],"Atorvastatin Calcium Tablets, 10 mg, 90 tablets per bottle, Rx only, Manufactured for: Ranbaxy Pharmaceuticals Inc., Jacksonville, FL 32257, USA, by: Ranbaxy Laboratories Ltd., New Delhi - 110019, India, NDC #: 63304-827-90",ORAL,Presence of Particulate Matter,Class II,"120,201 Bottles",Voluntary: Firm initiated,Nationwide and PR,Letter,11/9/2012,4/28/2014,Terminated,Princeton,NJ,08540-6636,United States
419,65019,"Nora Apothecary and Alternative Therapies, Inc.",['na'],"Papaverine Inj 30mg/ml Syr, 5mlsyr, 10mlsyr,10x0.95mlsyr  Penile Injection, 90 day expiration,",na,Lack of Assurance of Sterility,Class II,8,Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",4/22/2013,8/1/2014,Terminated,Indianapolis,IN,46240-3729,United States
420,80601,King Bio Inc.,['na'],"Safecare+ AllergyCare Homeopathic Non-Drowsy Taste-Free, Oral Spray, 1 fl oz (29.6 mL), UPC 357955404316, NDC 57955-4043-1",na,Microbial Contamination,Class I,492 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
421,65707,"Aidapak Services, LLC",['na'],"carBAMazepine ER Tablet, 200 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 51672412401",na,Labeling,Class II,200 Tablets,Voluntary: Firm initiated,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",Telephone,7/2/2013,2/7/2014,Terminated,Vancouver,WA,98684-3501,United States
422,92341,Astral SteriTech Private Ltd.,['CEFTRIAXONE SODIUM'],"Ceftriaxone for Injection, USP 10 grams per Pharmacy Bulk Package, Rx only, Manufactured for: Xellia Pharmaceuticals USA, LLC, Buffalo Grove, IL 60089, NDC 70594-098-01",INTRAVENOUS,Lack of Assurance of Sterility,Class II,"7,940 bottles",Voluntary: Firm initiated,Nationwide within the United States,Letter,5/15/2023,,Ongoing,Vadodara,,,India
423,71415,"Lincare, Inc.",['na'],"TPN 2:1, 200 ml Bags, Qty: 7, Base Formula NaCl 0.9%, Dextrose 70%, Trophamine 10%, Water for Inj; Electrolytes Calcium Gluc, MgSO4, Na Phos, KCL; Vitamins, trace elements and medications Copper Cl, Selenium, Zinc Sulfate, Infuvite Pediat, Rx Only. Compounded by: United Medical IV Center (Little Rock) 1527 South Bowman Rd. Ste. D Little Rock, AR 72211-4200 501-227-0900.",na,Lack of Assurance of Sterility,Class II,7 Bags,Voluntary: Firm initiated,United States including: Arkansas,Telephone,5/28/2015,2/16/2017,Terminated,Little Rock,AR,72211-4200,United States
424,71806,"JD & SN Inc., dba Moses Lake Professional Pharmacy",['na'],"PROGESTERONE, Pellet, 50mg, Rx only, JD & SN Inc, DBA Moses Lake Professional Pharmacy, 1555 S. Pilgrim St. Moses Lake WA  98837, (509)764-2314",na,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,Class II,5 pellets,Voluntary: Firm initiated,Nationwide,Press Release,7/24/2015,4/13/2016,Terminated,Moses Lake,WA,98837-4623,United States
425,79758,"Diamond Wipes International, Inc.",['na'],"WipeEssentials Wet Wipes (benzalkonium chloride 0.13%), 30-count pouches, Dist. by Diamond Wipes Int'l, Inc., Chino, CA  91710, UPC 7 66670 03988 6.",na,CGMP Deviations,Class II,"5,148,792 pouches",Voluntary: Firm initiated,Nationwide in the USA.,Letter,4/2/2018,1/14/2019,Terminated,Chino,CA,91710-5542,United States
